"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1313","RT @TheDCEU: ""Am I going to stand like a dork in the Lego Batman standee fuck yeah I am""

-@ZackSnyder on @verotruesocial
#legobatmanmovie…",FALSE,0,NA,2017-02-19 07:49:47,FALSE,NA,"833222030455668737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DiopBenjamin",126,TRUE,FALSE,NA,NA
"1314","RT @MarkMahon: Weekend Forecasts: #LEGOBatmanMovie - $76M, #FiftyShadesDarker- $38.8M, #JohnWick2 - $24.5M, #SplitMovie - $7.6M &amp; #HiddenFi…",FALSE,0,NA,2017-02-19 07:49:37,FALSE,NA,"833221989447954432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimikaAntrikin",436,TRUE,FALSE,NA,NA
"1315","RT @MarkMahon: Weekend Actuals: #LEGOBatmanMovie - $53M, #FiftyShadesDarker- $46.6, #JohnWick2 - $30.4M, #SplitMovie - $9.5M &amp; #HiddenFigur…",FALSE,0,NA,2017-02-19 07:49:16,FALSE,NA,"833221901933740033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KatharineSokal",412,TRUE,FALSE,NA,NA
"1316","RT @MellieArt1987: #joker #LEGOBatmanMovie #j-bird https://t.co/53zlzgTaXL",FALSE,0,NA,2017-02-19 07:49:08,FALSE,NA,"833221869977423874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","attiee_",5,TRUE,FALSE,NA,NA
"1317","RT @MarkMahon: Weekend Actuals: #LEGOBatmanMovie - $53M, #FiftyShadesDarker- $46.6, #JohnWick2 - $30.4M, #SplitMovie - $9.5M &amp; #HiddenFigur…",FALSE,0,NA,2017-02-19 07:48:25,FALSE,NA,"833221685843202048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SusannMunn",412,TRUE,FALSE,NA,NA
"1318","Enter to win a $25 Visa Gift Card and @LEGOBatmanMovie Prize Pack! #LEGOBatmanMovie https://t.co/b8iC18qTVJ",FALSE,0,NA,2017-02-19 07:48:18,FALSE,NA,"833221659679092736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AnnaZed",0,FALSE,FALSE,NA,NA
"1319","RT @MarkMahon: Weekend Forecasts: #LEGOBatmanMovie - $76M, #FiftyShadesDarker- $38.8M, #JohnWick2 - $24.5M, #SplitMovie - $7.6M &amp; #HiddenFi…",FALSE,0,NA,2017-02-19 07:47:09,FALSE,NA,"833221369441693697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DinahMunyon",436,TRUE,FALSE,NA,NA
"1320","RT @MarkMahon: Weekend Forecasts: #LEGOBatmanMovie - $76M, #FiftyShadesDarker- $38.8M, #JohnWick2 - $24.5M, #SplitMovie - $7.6M &amp; #HiddenFi…",FALSE,0,NA,2017-02-19 07:46:41,FALSE,NA,"833221253204996097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KatricePaddick",436,TRUE,FALSE,NA,NA
"1321","RT @RajaSen: Reviewed 3 this week.
#Moonlight: https://t.co/eOkzzfjg61
#HiddenFigures: https://t.co/1BJTKHtbGg
#LEGOBatmanMovie: https://t.…",FALSE,0,NA,2017-02-19 07:46:06,FALSE,NA,"833221105196294144",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","channamereya",2,TRUE,FALSE,NA,NA
"1322","RT @MarkMahon: Weekend Forecasts: #LEGOBatmanMovie - $76M, #FiftyShadesDarker- $38.8M, #JohnWick2 - $24.5M, #SplitMovie - $7.6M &amp; #HiddenFi…",FALSE,0,NA,2017-02-19 07:44:12,FALSE,NA,"833220624407486464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KathyrnHarrigil",436,TRUE,FALSE,NA,NA
"1323","RT @TheDCEU: ""Am I going to stand like a dork in the Lego Batman standee fuck yeah I am""

-@ZackSnyder on @verotruesocial
#legobatmanmovie…",FALSE,0,NA,2017-02-19 07:44:10,FALSE,NA,"833220616702554113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IsaiahStephens",126,TRUE,FALSE,NA,NA
